ts,ws_temp_f,ws_rh_pct,ws_solar_w_m2,ws_wind_mph,temp_avg,rh_avg,vpd_avg,temp_north,temp_east,temp_west,temp_south,heat1,heat2,fan1,fan2,vent
2025-08-06 07:58:00+00:00,73.28,47.656966197890256,510.4,0.0,73.8500061035156,46.4250030517578,1.52680671215057,73.9400024414062,,73.5800018310547,,f,f,f,f,f
2025-08-06 08:00:00+00:00,73.4,46.72798484893691,517.0,0.0,73.8500061035156,46.1000022888184,1.53609585762024,73.9400024414062,,,,f,f,f,f,f
2025-08-06 08:08:00+00:00,74.12,45.6643479158069,540.3333333333334,0.0,73.8050003051758,46.7000007629395,1.51808643341064,,,73.4000015258789,,f,f,f,f,f
2025-08-06 08:10:00+00:00,74.30000000000001,45.3984386825244,546.1666666666666,0.0,73.7150039672852,46.5750007629395,1.51713824272156,73.7600021362305,73.7600021362305,73.4000015258789,,f,f,f,f,f
2025-08-06 08:12:00+00:00,74.48,45.13252944924189,552.0,0.0,73.6700057983398,46.8000030517578,1.51261210441589,,,,73.7600021362305,f,f,f,f,f
2025-08-06 08:16:00+00:00,74.84,44.60071098267689,563.6666666666666,0.0,73.6250076293945,46.9750022888184,1.5032320022583,,73.7600021362305,73.2200012207031,,f,f,f,f,f
2025-08-06 08:18:00+00:00,75.02000000000001,44.33480174939439,569.5,0.0,73.5800018310547,46.875,1.5024139881134,73.5800018310547,,73.2200012207031,,f,f,f,f,f
2025-08-06 08:28:00+00:00,75.92,43.00525558298187,598.6666666666666,0.0,73.625,46.7000007629395,1.50195503234863,,,,73.9400024414062,f,f,f,f,f
2025-08-06 08:32:00+00:00,76.28,42.47343711641687,610.3333333333334,0.0,73.5800018310547,46.8250007629395,1.50526189804077,,73.5800018310547,,,f,f,f,f,f
2025-08-06 08:34:00+00:00,76.46000000000001,42.20752788313436,616.1666666666666,0.0,73.5800018310547,46.5750007629395,1.51038384437561,,73.5800018310547,,,f,f,f,f,f
2025-08-06 08:40:00+00:00,77.0,41.409800183286855,633.6666666666666,0.0,73.4900054931641,46.9500007629395,1.49498927593231,73.4000015258789,,73.0400009155273,,f,f,f,f,f
2025-08-06 08:42:00+00:00,77.18,41.14389095000435,639.5,0.0,73.4449996948242,46.8500022888184,1.49563097953796,,73.4000015258789,,,f,f,f,f,f
2025-08-06 08:44:00+00:00,77.36,40.87798171672185,645.3333333333334,0.0,73.4000015258789,46.4250030517578,1.50523793697357,,,,73.7600021362305,f,f,f,f,f
2025-08-06 08:46:00+00:00,77.54,40.61207248343934,651.1666666666666,0.0,73.4000015258789,46.7250022888184,1.4995698928833,73.2200012207031,,,73.9400024414062,f,f,f,f,f
